1er jour de la semaine;Semaine;Classe d'âge;Taux de passages aux urgences pour grippe;Taux d'hospitalisations après passages aux urgences pour grippe;Taux d'actes médicaux SOS médecins pour grippe
2020-03-30;2020-S14;05-14 ans;369.80639548;147.71048744;565.53559548
2020-03-30;2020-S14;15-64 ans;571.32673599;322.72048553;906.9671568
2020-03-30;2020-S14;Tous âges;435.39730004;254.98139047;727.95842743
2020-04-06;2020-S15;00-04 ans;131.24436059;59.206631143;225.66995769
2020-04-13;2020-S16;15-64 ans;184.75797726;101.95238823;372.60940649
2020-04-13;2020-S16;65 ans ou plus;80.693111356;115.70247934;109.33306828
2020-04-27;2020-S18;05-14 ans;95.004354366;60.496067756;153.09246785
2020-04-27;2020-S18;15-64 ans;92.407354482;71.167141114;262.9616547
2020-05-04;2020-S19;05-14 ans;57.368689444;0.0;114.67889908
2020-05-04;2020-S19;65 ans ou plus;46.62004662;38.057543005;66.634935745
2020-05-04;2020-S19;Tous âges;73.254634098;33.518011002;137.1094628
2020-05-11;2020-S20;05-14 ans;45.210876445;0.0;314.76235442
2020-05-11;2020-S20;Tous âges;59.753276793;30.658976373;203.26186904
2020-05-18;2020-S21;15-64 ans;41.479945187;9.1170169121;160.90667413
2020-05-18;2020-S21;Tous âges;42.310042866;13.007767495;137.36549628
2020-05-25;2020-S22;05-14 ans;49.349484074;45.682960256;136.54984069
2020-05-25;2020-S22;15-64 ans;30.639966773;21.985753232;186.19497274
2020-06-01;2020-S23;05-14 ans;33.18164581;0.0;198.23788546
2020-06-01;2020-S23;15-64 ans;22.572014685;21.943298517;252.67309648
2020-06-01;2020-S23;65 ans ou plus;6.228007349;7.2293511657;71.948916269
2020-06-01;2020-S23;Tous âges;20.075025487;14.663562879;198.60034046
2020-06-08;2020-S24;00-04 ans;28.240609997;0.0;209.31449503
2020-06-15;2020-S25;00-04 ans;27.076789776;0.0;99.875156055
2020-06-15;2020-S25;05-14 ans;24.548913711;0.0;101.16337886
2020-06-15;2020-S25;65 ans ou plus;10.742786986;10.469377072;48.938044436
2020-06-22;2020-S26;05-14 ans;53.212245912;40.096230954;305.31243639
2020-06-22;2020-S26;Tous âges;30.155191539;15.438452038;190.33268567
2020-06-29;2020-S27;00-04 ans;57.973599715;0.0;136.48150676
2020-06-29;2020-S27;65 ans ou plus;9.037369523;0.0;38.767202946
2020-07-06;2020-S28;00-04 ans;20.458265139;0.0;98.328416912
2020-07-06;2020-S28;05-14 ans;30.148859996;39.872408293;205.95690748
2020-07-06;2020-S28;15-64 ans;52.038266279;37.832611711;280.45360322
2020-07-06;2020-S28;Tous âges;36.569242454;19.179801925;207.83592985
2020-07-13;2020-S29;00-04 ans;60.696799255;0.0;186.75298805
2020-07-13;2020-S29;15-64 ans;58.757482853;25.276993723;307.75705605
2020-07-13;2020-S29;Tous âges;47.81518747;19.423647408;263.71717109
2020-07-20;2020-S30;05-14 ans;32.476905312;0.0;227.03457911
2020-07-27;2020-S31;00-04 ans;37.912296221;38.895371451;143.28928515
2020-07-27;2020-S31;15-64 ans;42.946601125;29.513449701;259.26447795
2020-08-03;2020-S32;15-64 ans;49.810135484;38.778060235;275.12681627
2020-08-10;2020-S33;00-04 ans;51.158946913;39.123630673;248.63252113
2020-08-10;2020-S33;65 ans ou plus;15.000477288;13.508037282;32.182798294
2020-08-17;2020-S34;65 ans ou plus;11.448196909;14.116816658;50.938110196
2020-08-24;2020-S35;00-04 ans;36.215482119;0.0;105.37407798
2020-08-24;2020-S35;65 ans ou plus;11.962437945;10.67121972;37.534015201
2020-08-31;2020-S36;65 ans ou plus;16.610292341;10.463534582;70.649979814
2020-08-31;2020-S36;Tous âges;72.493823598;21.183822621;260.21783505
2020-09-07;2020-S37;00-04 ans;59.436293678;108.22510823;136.01546281
2020-09-21;2020-S39;65 ans ou plus;25.119711123;24.837668098;191.53225806
2020-09-21;2020-S39;Tous âges;82.621183646;22.909103725;395.173454
2020-09-28;2020-S40;65 ans ou plus;21.826232013;16.990621177;154.72391452
2020-09-28;2020-S40;Tous âges;75.44153841;24.441767489;384.29990582
2020-10-05;2020-S41;65 ans ou plus;26.610731952;13.54233673;128.62372613
2020-10-12;2020-S42;65 ans ou plus;28.3902716;20.323826299;291.23386079
2020-10-12;2020-S42;Tous âges;109.52735902;29.616724739;573.38068866
2020-10-19;2020-S43;05-14 ans;36.170102826;0.0;311.73458027
2020-10-19;2020-S43;Tous âges;123.70745347;32.884488906;556.84310401
2020-10-26;2020-S44;65 ans ou plus;51.518122746;48.009327526;218.18816547
2020-11-09;2020-S46;05-14 ans;57.022545837;46.317739694;387.52862427
2020-11-09;2020-S46;65 ans ou plus;43.142965;59.958381829;144.66546112
2020-11-16;2020-S47;05-14 ans;72.373446986;42.716787698;328.60601868
2020-11-16;2020-S47;15-64 ans;73.218624155;14.232849416;363.7300029
2020-11-16;2020-S47;65 ans ou plus;23.346862541;28.730472257;131.77901673
2020-11-16;2020-S47;Tous âges;62.084975436;25.971134939;296.04680021
2020-11-30;2020-S49;00-04 ans;86.304792187;36.010082823;314.97663077
2020-11-30;2020-S49;05-14 ans;36.049026676;0.0;419.82883901
2020-11-30;2020-S49;65 ans ou plus;18.385425372;27.234969701;138.98540653
2020-11-30;2020-S49;Tous âges;48.956612202;21.844792748;433.56913409
2020-12-07;2020-S50;15-64 ans;55.627518139;33.699210476;625.41880724
2020-12-07;2020-S50;65 ans ou plus;19.656663609;20.274379942;108.04439642
2020-12-14;2020-S51;05-14 ans;53.355222655;0.0;443.68600683
2020-12-14;2020-S51;15-64 ans;64.242977778;24.181457658;496.39559884
2020-12-14;2020-S51;65 ans ou plus;17.936342291;21.012081947;137.93103448
2020-12-14;2020-S51;Tous âges;57.617636007;23.932693901;391.18183325
2020-12-21;2020-S52;00-04 ans;172.71157168;35.063113604;351.24979579
2020-12-21;2020-S52;05-14 ans;45.709808019;0.0;485.00881834
2020-12-28;2020-S53;Tous âges;73.93438946;35.597323081;398.20806371
2021-01-04;2021-S01;15-64 ans;85.661718151;40.832993058;748.00910125
2021-01-04;2021-S01;65 ans ou plus;27.441115939;22.29015412;231.31672598
2021-01-11;2021-S02;Tous âges;64.127742463;39.461944959;602.11790534
2021-01-18;2021-S03;05-14 ans;32.168132104;0.0;754.86690505
2021-02-01;2021-S05;00-04 ans;105.99344768;25.980774227;363.15822428
2021-02-01;2021-S05;05-14 ans;43.023563675;0.0;444.07105137
2021-02-01;2021-S05;Tous âges;69.275021837;20.082673673;559.26651696
2021-02-08;2021-S06;00-04 ans;171.84401851;26.975991368;222.30455724
2021-02-08;2021-S06;05-14 ans;74.366902814;42.60758415;375.43577367
2021-02-15;2021-S07;00-04 ans;149.911277;49.492699827;230.79459281
2021-02-15;2021-S07;05-14 ans;60.753341434;0.0;303.29289428
2021-02-15;2021-S07;65 ans ou plus;27.103943624;19.353590091;227.41744747
2021-02-22;2021-S08;Tous âges;63.959771509;23.254268819;474.78814833
2021-03-01;2021-S09;65 ans ou plus;15.349429769;16.31747275;169.31615088
2021-03-08;2021-S10;00-04 ans;86.039323157;49.912652857;195.18542615
2021-03-22;2021-S12;00-04 ans;116.7526473;166.70139612;167.01719659
2021-03-22;2021-S12;05-14 ans;52.232958997;34.352456201;458.81126173
2021-03-22;2021-S12;65 ans ou plus;28.288121966;37.942264521;129.23749876
2021-03-29;2021-S13;00-04 ans;84.243847646;40.290088638;154.36863229
2021-03-29;2021-S13;15-64 ans;60.992096179;34.220532319;419.32237504
2021-03-29;2021-S13;Tous âges;52.794328381;28.486184201;306.53573014
2021-04-12;2021-S15;65 ans ou plus;11.835720204;9.5483624558;209.96896111
2021-04-19;2021-S16;15-64 ans;46.199156865;15.433289606;349.84694196
2021-04-26;2021-S17;00-04 ans;47.778308648;0.0;105.53294135
2021-04-26;2021-S17;Tous âges;33.304055043;12.906764758;222.37614378
2021-05-03;2021-S18;00-04 ans;33.619723571;55.694792537;150.0634884
2021-05-03;2021-S18;05-14 ans;28.646728544;0.0;304.48717949
2021-05-03;2021-S18;Tous âges;28.024549505;19.248660614;281.92934783
2021-05-10;2021-S19;00-04 ans;13.360945955;0.0;169.2348802
2021-05-17;2021-S20;00-04 ans;36.910274478;0.0;130.19529294
2021-05-17;2021-S20;05-14 ans;16.028637833;0.0;160.04267805
2021-05-17;2021-S20;15-64 ans;43.230822985;15.441034549;353.56003334
2021-05-24;2021-S21;00-04 ans;62.144610509;24.348672997;93.015389819
2021-05-24;2021-S21;15-64 ans;44.063590719;11.891549072;382.01749529
2021-05-31;2021-S22;15-64 ans;29.330057221;15.065913371;345.34492032
2021-05-31;2021-S22;65 ans ou plus;9.6083894967;6.3700353537;117.4743025
2021-05-31;2021-S22;Tous âges;23.258061788;13.752215635;267.44027923
2021-06-07;2021-S23;05-14 ans;10.911074741;0.0;235.40489642
2021-06-07;2021-S23;15-64 ans;30.652082728;11.417262902;237.39381632
2021-06-14;2021-S24;00-04 ans;47.779576885;0.0;141.55394778
2021-06-14;2021-S24;05-14 ans;15.838537424;0.0;221.72949002
2021-06-14;2021-S24;15-64 ans;29.371905;18.71257485;225.83932358
2021-06-14;2021-S24;65 ans ou plus;6.6838664831;3.1803581083;87.302357164
2021-06-14;2021-S24;Tous âges;24.804274318;9.1304744803;190.70356514
2021-06-28;2021-S26;Tous âges;32.881638169;14.458295849;228.1202018
2021-07-05;2021-S27;65 ans ou plus;6.9117098188;3.3797485467;120.54244098
2021-07-05;2021-S27;Tous âges;32.765600407;13.086221844;300.43168825
2021-07-12;2021-S28;65 ans ou plus;8.06364907;0.0;122.00844674
2021-07-19;2021-S29;65 ans ou plus;10.41368358;3.2685079261;95.41074325
2021-07-19;2021-S29;Tous âges;51.93865403;9.5983106973;309.37648739
2021-07-26;2021-S30;65 ans ou plus;9.4944864161;3.4551862345;85.861476817
2021-07-26;2021-S30;Tous âges;49.952318242;11.546010853;290.01240695
2021-08-02;2021-S31;05-14 ans;32.452313129;0.0;333.7259521
2021-08-09;2021-S32;15-64 ans;59.250640984;19.555694618;387.76048536
2021-08-16;2021-S33;05-14 ans;30.825084769;0.0;130.13571296
2021-08-16;2021-S33;Tous âges;46.822658396;11.507101526;233.55709083
2021-08-23;2021-S34;65 ans ou plus;5.5750682946;3.3999728002;78.300871097
2021-08-23;2021-S34;Tous âges;38.287323651;5.0098527103;238.34963426
2021-08-30;2021-S35;65 ans ou plus;4.1911733888;3.3313345326;62.201948994
2021-08-30;2021-S35;Tous âges;40.418395585;6.6247101689;268.23267995
2021-09-06;2021-S36;65 ans ou plus;17.890072386;26.506742653;10.471204188
2021-09-20;2021-S38;65 ans ou plus;15.452910766;3.3174097665;153.86436265
2021-09-27;2021-S39;00-04 ans;61.78065579;21.843599825;179.62003454
2021-09-27;2021-S39;65 ans ou plus;16.703553681;16.478265168;104.20284821
2021-10-04;2021-S40;05-14 ans;88.720506426;69.08462867;469.33986328
2021-10-11;2021-S41;65 ans ou plus;20.316393976;19.179746188;224.12102535
2021-10-11;2021-S41;Tous âges;83.560883309;20.342377867;519.53753842
2021-10-25;2021-S43;65 ans ou plus;36.404769025;24.874074995;405.95399188
2021-11-01;2021-S44;00-04 ans;59.461870076;73.515897813;217.49353398
2021-11-01;2021-S44;15-64 ans;148.3150718;43.571086227;1123.7688121
2021-11-01;2021-S44;Tous âges;107.28275243;32.517681489;798.09835823
2021-11-08;2021-S45;00-04 ans;94.393052671;135.5800891;203.93893486
2021-11-08;2021-S45;15-64 ans;141.95692819;46.93233211;1312.2490375
2021-11-22;2021-S47;05-14 ans;277.24236263;312.74433151;1029.3858877
2021-11-22;2021-S47;15-64 ans;211.21951784;60.034305317;2065.1852526
2021-11-22;2021-S47;65 ans ou plus;44.309055663;31.277367697;533.15994798
2021-12-06;2021-S49;Tous âges;380.33851313;155.97522746;2110.85122
2021-12-13;2021-S50;00-04 ans;1720.9530272;1182.7141774;1769.3895606
2021-12-13;2021-S50;05-14 ans;1296.1255901;869.20529801;3101.0613752
2021-12-13;2021-S50;Tous âges;620.02543848;274.87714988;2529.7412396
2021-12-20;2021-S51;15-64 ans;531.54331729;266.43371915;3934.8511897
2021-12-20;2021-S51;65 ans ou plus;196.16679479;251.15110925;808.08080808
2021-12-27;2021-S52;00-04 ans;2225.1666772;1752.6120661;1600.8149603
2021-12-27;2021-S52;65 ans ou plus;267.23950542;361.6796048;1063.1644778
2021-12-27;2021-S52;Tous âges;804.84365122;495.75176574;2950.3719409
2022-01-10;2022-S02;00-04 ans;1812.5049612;1486.8471216;2562.2254758
2022-01-10;2022-S02;65 ans ou plus;100.7993952;132.85826439;946.63353449
2022-01-17;2022-S03;05-14 ans;1075.8120598;696.48093842;4524.7974709
2022-01-17;2022-S03;15-64 ans;308.64742921;191.46722164;4006.9648493
2022-01-17;2022-S03;65 ans ou plus;117.36776121;130.52179714;1073.2397688
2022-01-24;2022-S04;05-14 ans;1145.323741;972.55991664;4742.9679922
2022-01-24;2022-S04;15-64 ans;264.50576286;150.15641293;3904.413685
2022-01-31;2022-S05;00-04 ans;2638.359015;2049.5455356;3491.5753732
2022-02-07;2022-S06;00-04 ans;2935.7216067;1891.1276069;4054.8718983
2022-02-07;2022-S06;65 ans ou plus;135.37313041;178.64712651;917.43119266
2022-02-14;2022-S07;65 ans ou plus;152.59608989;190.25760275;1024.5901639
2022-02-14;2022-S07;Tous âges;701.35307193;391.97742698;4460.4820628
2022-02-21;2022-S08;65 ans ou plus;165.94582587;196.87461548;1236.4760433
2022-02-28;2022-S09;15-64 ans;499.42984957;390.75219798;7971.3581184
2022-03-14;2022-S11;Tous âges;1887.8012008;1111.353236;13984.042371
2022-03-21;2022-S12;Tous âges;2404.9263115;1385.8077156;16853.143014
2022-03-28;2022-S13;00-04 ans;6375.1264906;4549.371015;14282.211597
2022-04-11;2022-S15;65 ans ou plus;991.16746625;1402.2014278;4481.179048
2022-04-18;2022-S16;00-04 ans;3594.8800914;1942.8072473;7320.2146691
2022-04-18;2022-S16;15-64 ans;782.46513677;637.99135625;9210.7047602
2022-04-25;2022-S17;00-04 ans;1780.2987757;1126.1261261;4272.7272727
2022-04-25;2022-S17;05-14 ans;948.60469785;286.53295129;6425.3868345
2022-04-25;2022-S17;15-64 ans;394.80581888;249.74823766;5468.314675
2022-04-25;2022-S17;65 ans ou plus;356.86910192;496.48825381;1659.4895494
2022-05-02;2022-S18;65 ans ou plus;133.87392901;192.54278729;1286.5625687
2022-05-09;2022-S19;00-04 ans;488.51442215;379.68675842;1582.1762996
2022-05-09;2022-S19;05-14 ans;306.68170396;199.03326699;3186.8566904
2022-05-16;2022-S20;15-64 ans;127.36952087;45.580582672;2056.0601723
2022-05-16;2022-S20;65 ans ou plus;50.443645394;49.813200498;543.92810689
2022-05-23;2022-S21;05-14 ans;187.38563965;122.06286237;1910.0060225
2022-05-23;2022-S21;15-64 ans;126.27043519;35.918106717;1893.818752
2022-05-23;2022-S21;65 ans ou plus;40.66587084;45.352943082;587.22284094
2022-05-30;2022-S22;00-04 ans;187.49834949;148.51485149;780.96489307
2022-06-06;2022-S23;00-04 ans;157.72080913;48.649963513;673.85444744
2022-06-06;2022-S23;65 ans ou plus;31.576039049;29.083858459;587.29311265
2022-06-06;2022-S23;Tous âges;119.31628736;32.706204834;1606.0862215
2022-06-13;2022-S24;05-14 ans;165.49354785;60.204695966;1356.4696556
2022-06-13;2022-S24;65 ans ou plus;32.117988643;21.413276231;435.67988993
2022-06-20;2022-S25;65 ans ou plus;37.731577557;15.471254409;593.79810864
2022-07-04;2022-S27;00-04 ans;135.04703362;66.415762674;654.00403534
2022-07-04;2022-S27;15-64 ans;154.06550134;8.0324511025;1698.7036209
2022-07-04;2022-S27;65 ans ou plus;45.217041801;21.524553366;541.77050601
2022-07-04;2022-S27;Tous âges;130.88036965;20.032977363;1274.9221894
2022-07-11;2022-S28;00-04 ans;144.02861988;68.649885584;543.21993617
2022-07-11;2022-S28;05-14 ans;101.86180748;36.456434561;812.1224126
2022-07-11;2022-S28;65 ans ou plus;46.582328136;42.448682575;458.88399413
2022-07-11;2022-S28;Tous âges;109.87198376;44.655230821;975.30378315
2022-07-18;2022-S29;00-04 ans;75.725924379;49.751243781;590.23430513
2022-07-25;2022-S30;05-14 ans;119.99630781;36.363636364;1054.7214295
2022-07-25;2022-S30;65 ans ou plus;31.49249219;41.16529449;220.48506715
2022-08-01;2022-S31;05-14 ans;91.728091728;37.693177535;997.44245524
2022-08-08;2022-S32;00-04 ans;74.114652144;61.406202026;399.32236205
2022-08-08;2022-S32;05-14 ans;98.745926731;75.872534143;731.23797306
2022-08-08;2022-S32;65 ans ou plus;19.872073527;0.0;285.55637436
2022-08-15;2022-S33;00-04 ans;40.890039868;33.863867254;301.36268344
2022-08-15;2022-S33;05-14 ans;72.259081653;37.17472119;819.78412351
2022-08-22;2022-S34;15-64 ans;100.08818581;48.017286223;954.61185834
2022-08-29;2022-S35;15-64 ans;83.764015417;28.034763106;932.78057447
2022-09-05;2022-S36;00-04 ans;131.24179739;54.054054054;453.22387549
2022-09-12;2022-S37;00-04 ans;82.090935572;71.225071225;596.65871122
2022-09-12;2022-S37;15-64 ans;109.46469096;19.521336821;1523.6377444
2022-09-19;2022-S38;05-14 ans;140.45272595;0.0;1690.6170752
2022-09-19;2022-S38;65 ans ou plus;33.822898102;30.351777097;696.65118553
2022-09-26;2022-S39;65 ans ou plus;55.057121764;52.871199883;568.57739615
2022-10-03;2022-S40;05-14 ans;212.81576539;0.0;1922.6049251
2022-10-03;2022-S40;15-64 ans;207.36408348;31.797766207;2782.8995326
2022-10-03;2022-S40;Tous âges;170.40862454;36.870437283;2026.1593882
2022-10-24;2022-S43;15-64 ans;259.7649444;106.24387055;2759.1009509
2022-10-24;2022-S43;Tous âges;254.58234549;129.41036473;2049.2297307
2022-10-31;2022-S44;65 ans ou plus;119.7882453;112.88805268;1288.2603642
2022-10-31;2022-S44;Tous âges;241.17736806;117.13076479;2528.5795133
2022-11-07;2022-S45;05-14 ans;393.7829239;113.0795326;3076.0054533
2022-11-07;2022-S45;65 ans ou plus;117.90658756;103.20230688;1381.48806
2022-11-14;2022-S46;05-14 ans;575.87367932;279.23211169;4941.3673575
2022-11-14;2022-S46;Tous âges;343.75260946;156.68931584;3959.7345834
2022-11-21;2022-S47;00-04 ans;676.28895335;330.0330033;2805.6951424
2022-11-21;2022-S47;05-14 ans;1098.6820246;624.78306144;6906.6730562
2022-12-05;2022-S49;05-14 ans;4061.1128316;2257.1819425;19275.232388
2022-12-05;2022-S49;65 ans ou plus;771.00635366;959.97799477;4929.8398113
2022-12-05;2022-S49;Tous âges;1927.6178676;1031.8055876;14995.962043
2022-12-12;2022-S50;Tous âges;3536.6991166;2308.7344029;23066.281727
2022-12-19;2022-S51;15-64 ans;4900.1281333;3013.9887913;30347.250623
2022-12-19;2022-S51;65 ans ou plus;3558.9145365;4334.7628464;10414.431984
2022-12-26;2022-S52;00-04 ans;6833.4363214;5960.8386761;11499.251444
2023-01-02;2023-S01;00-04 ans;4257.7950172;3108.4503799;9038.1352148
2023-01-02;2023-S01;15-64 ans;1805.8411018;1231.8305001;15066.063669
2023-01-02;2023-S01;Tous âges;2180.3605499;2158.804173;13131.968286
2023-01-16;2023-S03;15-64 ans;731.34417247;450.48837993;9594.8532294
2023-01-16;2023-S03;Tous âges;977.0956256;654.36399586;8486.6682383
2023-01-23;2023-S04;65 ans ou plus;483.87096774;640.5414388;2691.6698558
2023-01-23;2023-S04;Tous âges;1102.1957103;725.57737434;9279.7503484
2023-01-30;2023-S05;Tous âges;1459.7735071;1056.160169;10713.115032
2023-02-06;2023-S06;05-14 ans;3352.877827;2850.877193;14863.850406
2023-02-13;2023-S07;00-04 ans;3311.4237873;3410.7553882;5759.4661251
2023-02-13;2023-S07;05-14 ans;3436.6329896;2305.1948052;14625.294865
2023-02-13;2023-S07;65 ans ou plus;761.96167781;1058.6246775;3889.4447224
2023-02-20;2023-S08;15-64 ans;1208.0411098;622.82908133;11891.547443
2023-02-27;2023-S09;00-04 ans;2237.2199885;1892.9656462;5185.6734784
2023-02-27;2023-S09;65 ans ou plus;389.97214485;489.59971514;2824.9244362
2023-03-06;2023-S10;00-04 ans;2140.4682274;2083.3333333;5576.0529064
2023-03-06;2023-S10;05-14 ans;1957.3616348;1263.4238787;13693.098385
2023-03-06;2023-S10;15-64 ans;885.32791541;400.71414402;11178.7679
2023-03-13;2023-S11;Tous âges;888.41717965;507.99454543;8699.3708334
2023-03-27;2023-S13;05-14 ans;1137.998692;870.87087087;7463.7075321
2023-04-03;2023-S14;65 ans ou plus;114.42351465;139.52797981;1712.0622568
2023-04-10;2023-S15;05-14 ans;696.94416788;624.38383174;4594.1940546
2023-04-10;2023-S15;65 ans ou plus;122.62338188;109.84652;1759.0782841
2023-04-17;2023-S16;15-64 ans;310.09933309;130.25603452;4533.959126
2023-04-17;2023-S16;65 ans ou plus;96.108824762;85.616438356;1756.7851883
2023-04-24;2023-S17;65 ans ou plus;104.68272613;98.217208846;1149.5372625
2023-04-24;2023-S17;Tous âges;208.97583977;93.284985631;2517.0721438
2023-05-01;2023-S18;15-64 ans;172.56162915;62.9797284;2770.8585914
2023-05-01;2023-S18;Tous âges;140.58516026;61.023051458;2138.067565
2023-05-08;2023-S19;00-04 ans;149.73197976;124.50199203;489.1684137
2023-05-29;2023-S22;00-04 ans;133.55964273;46.446818393;352.6956021
2023-06-12;2023-S24;05-14 ans;74.631381487;51.948051948;976.07324868
2023-06-12;2023-S24;Tous âges;78.387672105;33.839951741;1015.5129709
2023-06-19;2023-S25;15-64 ans;76.366341658;25.209781395;1232.1173537
2023-06-26;2023-S26;15-64 ans;77.349424746;37.531902117;1164.5808502
2023-07-03;2023-S27;15-64 ans;97.01120665;34.000755572;1236.9871402
2023-07-03;2023-S27;65 ans ou plus;25.553880357;22.043772634;336.97420404
2023-07-10;2023-S28;00-04 ans;74.362201121;50.112753696;413.77272056
2023-07-24;2023-S30;05-14 ans;68.441808167;34.470872113;1104.9723757
2023-07-24;2023-S30;15-64 ans;99.187097052;11.689981686;1368.8407994
2023-07-24;2023-S30;65 ans ou plus;21.279791708;22.268172419;482.94286889
2023-07-31;2023-S31;00-04 ans;74.863641225;0.0;473.605175
2023-07-31;2023-S31;65 ans ou plus;33.376599295;25.355773193;366.33567917
2023-08-07;2023-S32;65 ans ou plus;53.094839182;30.61099547;568.07935077
2023-08-07;2023-S32;Tous âges;104.12334612;26.459143969;1307.7290698
2023-08-14;2023-S33;05-14 ans;105.06877229;67.86562606;1176.9032733
2023-08-14;2023-S33;15-64 ans;150.39755257;34.894540943;1565.1774146
2023-08-14;2023-S33;65 ans ou plus;52.69839749;28.236179959;592.73258311
2023-08-14;2023-S33;Tous âges;115.6083002;34.461692696;1257.0290074
2023-08-21;2023-S34;05-14 ans;102.60685542;67.476383266;937.06617307
2023-08-21;2023-S34;65 ans ou plus;53.206627319;37.32503888;647.38013352
2023-08-28;2023-S35;65 ans ou plus;47.795134958;40.728092985;804.54838018
2023-08-28;2023-S35;Tous âges;125.16068968;42.408821035;1489.7833664
2023-09-04;2023-S36;00-04 ans;99.959391497;75.093867334;799.29817721
2023-09-04;2023-S36;05-14 ans;110.21930816;153.65703749;1532.8715794
2023-09-11;2023-S37;15-64 ans;160.78942096;25.472144391;2614.2839316
2023-09-18;2023-S38;00-04 ans;144.16397997;21.767522856;848.69380719
2023-09-18;2023-S38;05-14 ans;128.82229304;54.347826087;2508.1705556
2023-09-18;2023-S38;65 ans ou plus;53.306933709;43.200543093;1051.7891849
2023-09-25;2023-S39;15-64 ans;251.52531415;58.275058275;3683.5760726
2023-10-02;2023-S40;15-64 ans;239.01499322;89.884273997;3698.0769231
2023-10-02;2023-S40;Tous âges;190.14561509;84.279050844;2786.9234095
2023-10-09;2023-S41;00-04 ans;180.05698006;59.124950729;1110.7172397
2023-10-16;2023-S42;00-04 ans;233.62280536;176.88679245;1046.6712423
2023-10-16;2023-S42;15-64 ans;238.16991935;70.017115295;3719.7107802
2023-10-16;2023-S42;65 ans ou plus;111.89989171;103.72547325;1361.6212793
2023-10-23;2023-S43;05-14 ans;225.58478517;106.30758327;2220.4599524
2023-10-30;2023-S44;05-14 ans;289.13224186;114.06844106;2960.1623017
2023-10-30;2023-S44;Tous âges;220.42276903;94.20138162;3187.7498507
2023-11-06;2023-S45;00-04 ans;171.0199005;172.91066282;1233.1143884
2023-11-13;2023-S46;Tous âges;217.8245614;101.59111722;3996.0420155
2023-11-20;2023-S47;05-14 ans;341.83833058;181.2141347;4737.3660479
2023-11-20;2023-S47;15-64 ans;319.61887787;132.78137936;6188.6496742
2023-11-20;2023-S47;Tous âges;295.25788715;156.28107862;4581.6220445
2023-11-27;2023-S48;00-04 ans;419.22139322;330.07839362;1858.6300328
2023-12-04;2023-S49;Tous âges;512.37516283;361.69360962;7011.1753827
2023-12-11;2023-S50;00-04 ans;1106.186163;935.68988564;3162.6895802
2023-12-11;2023-S50;15-64 ans;726.08497764;505.96171949;10049.318459
2023-12-11;2023-S50;65 ans ou plus;466.82420536;552.89448474;3793.8439513
2023-12-18;2023-S51;00-04 ans;1877.8867191;1939.1455147;4074.9071507
2023-12-18;2023-S51;15-64 ans;977.78583939;555.66822146;10530.549703
2023-12-18;2023-S51;65 ans ou plus;650.2939374;842.11670108;4191.9470491
2023-12-18;2023-S51;Tous âges;1095.1885223;843.13227871;8306.4797725
2024-01-01;2024-S01;00-04 ans;2825.7309942;2914.1104294;4492.2721364
2024-01-08;2024-S02;65 ans ou plus;1061.8986035;1390.3802208;4840.0244549
2024-01-15;2024-S03;00-04 ans;5605.7232909;4844.6962297;10787.222901
2024-01-22;2024-S04;00-04 ans;7216.1041509;5440.0297066;12155.522324
2024-02-05;2024-S06;05-14 ans;3160.8957937;2535.4969574;17183.507549
2024-02-05;2024-S06;15-64 ans;1958.3073325;1958.7882192;18471.018127
2024-02-05;2024-S06;65 ans ou plus;2467.567284;3546.4098074;7114.1389323
2024-02-12;2024-S07;05-14 ans;2423.5262642;1683.065769;13247.971602
2024-02-12;2024-S07;Tous âges;2141.7443354;2193.6813187;12401.421975
2024-02-19;2024-S08;15-64 ans;977.17399547;846.61170468;10870.519106
2024-03-11;2024-S11;15-64 ans;437.01063913;259.79497262;5844.3705389
2024-03-18;2024-S12;Tous âges;329.79436838;258.57586532;3700.3446399
2024-04-01;2024-S14;Tous âges;238.0958882;133.37451564;3000.3551953
2024-04-08;2024-S15;00-04 ans;231.26734505;142.18972171;1036.0629607
2024-04-08;2024-S15;15-64 ans;231.54982983;86.514545258;3267.0140216
2024-04-08;2024-S15;Tous âges;200.68015944;120.51062876;2536.8771978
2024-04-15;2024-S16;Tous âges;169.60709599;104.92123721;2303.8568876
2024-04-22;2024-S17;00-04 ans;210.63133973;43.468811128;810.43247624
2024-04-22;2024-S17;05-14 ans;178.66327387;64.998375041;2079.4304983
2024-04-29;2024-S18;00-04 ans;196.93775657;68.01178871;672.95735499
2024-05-06;2024-S19;00-04 ans;154.73268595;164.24213984;668.44919786
2024-05-13;2024-S20;00-04 ans;161.46851364;95.260776375;867.91205158
2024-05-13;2024-S20;05-14 ans;108.09708342;77.45933385;2040.8163265
2024-05-13;2024-S20;15-64 ans;178.67310675;57.290174735;2499.754541
2024-05-13;2024-S20;Tous âges;142.00117757;58.832593257;2008.3848604
2024-05-20;2024-S21;15-64 ans;157.06389916;58.498775182;2612.2723408
2024-05-27;2024-S22;65 ans ou plus;47.655123537;47.2687524;1041.8975837
2024-06-03;2024-S23;00-04 ans;148.14031004;137.42556115;979.61535691
2024-06-03;2024-S23;05-14 ans;147.3138531;123.48728081;2556.2580733
2024-06-10;2024-S24;00-04 ans;196.4327807;174.44395988;1053.7634409
